Order,Order Quantity,Sales,Ship Mode,Profit,Shipping Cost,Province
5129,5,255.31,Regular Air,41.41,8.28,Ulster
5130,19,718.41,Regular Air,23.94,6.16,Munster
5131,1,43.9,Regular Air,15.03,2.83,Ulster
5132,12,378.84,Regular Air,99.38,44.98,Ulster
5133,17,464.59,Regular Air,168.22,7.84,Leinster
5134,7,44.25,Express Air,14.36,8.31,Leinster
5135,2,19.34,Regular Air,14.38,0.92,Ulster
5136,2,32.6,Regular Air,20.57,0.2,Connacht
5137,40,1567.51,Express Air,711.74,89.36,Leinster
5138,9,924.1115,Regular Air,287.99,94.36,Leinster
5139,50,7817.45,Delivery Truck,1303.6,1130.4,Munster
5140,26,188.93,Regular Air,58.32,18.85,Leinster
5141,28,14475.74,Delivery Truck,4963.89,2824.49,Munster
5142,50,413.37,Regular Air,224.41,33.18,Connacht
5143,13,26.08,Regular Air,27.29,2.34,Leinster
5144,9,149.64,Regular Air,13.77,9.01,Ulster
5145,45,11277.05,Delivery Truck,3497.45,1067.54,Munster
5146,35,4186.53,Regular Air,1929.58,539.89,Munster
5147,31,13064.06,Express Air,5979.56,223.83,Munster
5148,15,66.33,Regular Air,47.23,4.5,Ulster
5149,40,167.46,Regular Air,134.3,24.09,Ulster
5150,1,1946.55,Regular Air,4017.62,296.21,Connacht
5151,22,1337.81,Regular Air,407.12,34.7,Munster
5152,30,1025.02,Regular Air,87.03,144.52,Ulster
5153,2,238.76,Regular Air,235.21,7.97,Ulster
5154,49,19325.2,Regular Air,8793.54,3619.87,Munster
5155,47,5567.79,Regular Air,1726.66,482.91,Ulster
5156,42,256.64,Regular Air,28.29,41.82,Ulster
5157,5,9704.37,Express Air,1565.91,232.1,Connacht
5158,14,36.41,Regular Air,31.45,3.05,Ulster
5159,25,184.32,Regular Air,73.33,18.64,Connacht
5160,47,1980.37,Regular Air,904.83,228.2,Munster
5161,16,372.09,Express Air,98.28,4.4,Leinster
5162,8,28761.52,Regular Air,285.11,4907.22,Leinster
5163,11,2489.85,Delivery Truck,566.5,87.0,Connacht
5164,26,1462.1615,Regular Air,215.43,85.59,Ulster
5165,12,1219.1465,Express Air,52.93,108.81,Connacht
5166,6,22.78,Regular Air,3.96,1.28,Leinster
5167,26,936.95,Regular Air,0.74,49.38,Ulster
5168,1,3.77,Regular Air,1.84,0.67,Leinster
5169,29,321.95,Express Air,20.76,10.49,Munster
5170,18,655.58,Regular Air,250.67,4.16,Ulster
5171,48,8367.68,Delivery Truck,886.35,422.14,Connacht
5172,40,1477.39,Regular Air,641.4,82.52,Ulster
5173,19,97.06,Regular Air,7.36,4.68,Connacht
5174,31,1447.62,Regular Air,576.39,44.92,Munster
5175,35,183.45,Regular Air,149.66,2.37,Leinster
5176,16,1617.91,Delivery Truck,159.21,76.62,Leinster
5177,1,54.077,Express Air,232.99,5.38,Leinster
5178,43,1114.42,Regular Air,425.07,85.01,Ulster
5179,11,64.34,Regular Air,8.37,0.78,Connacht
5180,6,90.75,Regular Air,26.39,1.69,Leinster
5181,1,232.67,Regular Air,105.14,28.02,Connacht
5182,44,7195.2585,Express Air,1698.16,434.01,Munster
5183,48,109.78,Regular Air,4.48,13.04,Ulster
5184,1,32.51,Regular Air,90.94,0.68,Leinster
5185,10,1089.87,Express Air,124.51,52.41,Leinster
5186,36,551.44,Regular Air,28.7,26.53,Leinster
5187,43,17129.97,Regular Air,5616.08,1434.84,Connacht
5188,10,49.65,Regular Air,8.27,2.53,Connacht
5189,42,981.73,Regular Air,388.23,18.98,Ulster
5190,3,545.88,Delivery Truck,95.04,100.6,Connacht
5191,3,87.09,Regular Air,42.73,7.86,Ulster
5192,27,80.33,Regular Air,2.49,2.51,Leinster
5193,17,178.14,Regular Air,56.3,9.5,Connacht
5194,19,281.84,Regular Air,21.85,40.04,Connacht
5195,37,4896.93,Express Air,1467.82,703.2,Ulster
5196,22,142.88,Regular Air,35.37,6.22,Leinster
5197,35,3332.06,Regular Air,412.63,303.5,Ulster
5198,32,216.51,Express Air,109.29,35.1,Leinster
5199,15,609.97,Regular Air,62.93,47.39,Munster
5200,44,145.19,Regular Air,116.87,12.51,Ulster
5201,33,1900.226,Express Air,440.2,149.01,Ulster
5202,14,136.85,Regular Air,4.43,1.64,Ulster
5203,31,2360.43,Delivery Truck,66.22,36.93,Ulster
5204,20,148.65,Express Air,142.78,16.92,Connacht
5205,9,548.36,Express Air,78.63,37.46,Connacht
5206,49,1662.57,Regular Air,674.99,60.75,Connacht
5207,5,41.18,Express Air,19.31,4.7,Connacht
5208,49,7002.08,Regular Air,1640.51,188.73,Munster
5209,46,331.83,Regular Air,101.25,18.31,Leinster
5210,24,109.86,Regular Air,63.87,2.73,Ulster
5211,10,1875.18,Delivery Truck,433.29,314.02,Munster
5212,26,74.02,Regular Air,8.13,5.52,Connacht
5213,46,1463.27,Regular Air,104.22,74.58,Munster
5214,18,85.74,Regular Air,73.57,6.13,Munster
5215,45,136.71,Regular Air,34.72,10.81,Munster
5216,16,597.44,Regular Air,108.3,46.13,Ulster
5217,18,271.85,Regular Air,109.19,9.75,Connacht
5218,12,440.6,Regular Air,2.97,54.68,Leinster
5219,19,77.57,Regular Air,67.49,11.92,Connacht
5220,7,107.88,Regular Air,25.59,10.48,Ulster
5221,6,176.58,Regular Air,28.34,1.1,Munster
5222,29,2925.78,Regular Air,1041.29,138.08,Leinster
5223,37,226.65,Regular Air,46.41,0.14,Munster
5224,5,248.3955,Regular Air,260.35,30.46,Munster
5225,22,475.72,Regular Air,10.4,9.52,Ulster
5226,22,494.84,Regular Air,205.13,39.03,Connacht
5227,25,68.54,Regular Air,22.2,3.02,Connacht
5228,10,1290.37,Regular Air,231.16,5.03,Ulster
5229,15,600.8,Regular Air,43.55,9.73,Ulster
5230,47,533.47,Regular Air,50.21,8.01,Connacht
5231,18,102.06,Regular Air,36.23,7.81,Connacht
5232,32,4025.66,Delivery Truck,395.12,234.76,Connacht
5233,28,140.02,Regular Air,66.71,8.83,Connacht
5234,14,890.9,Express Air,404.29,67.48,Connacht
5235,7,30.1,Regular Air,28.31,2.15,Ulster
5236,31,164.92,Regular Air,54.36,14.62,Ulster
5237,18,2389.3,Regular Air,589.38,181.33,Ulster
5238,27,3390.51,Express Air,1169.71,257.96,Ulster
5239,26,299.11,Regular Air,40.03,13.17,Munster
5240,16,347.47,Regular Air,86.2,22.31,Ulster
5241,7,55.68,Express Air,7.4,5.67,Ulster
5242,11,38.24,Regular Air,37.55,2.23,Leinster
5243,4,34.27,Regular Air,26.44,3.86,Connacht
5244,47,1294.0230000000001,Regular Air,607.26,163.57,Munster
5245,1,18.92,Regular Air,18.25,1.02,Ulster
5246,26,85.71,Regular Air,9.32,1.01,Leinster
5247,25,848.19,Express Air,120.02,158.23,Leinster
5248,8,154.21,Delivery Truck,160.39,25.56,Connacht
5249,37,173.11,Regular Air,121.58,4.56,Connacht
5250,3,554.32,Regular Air,62.13,9.66,Connacht
5251,45,237.28,Express Air,2088.68,4.7,Munster
5252,20,156.47,Regular Air,39.23,14.57,Ulster
5253,3,14.49,Regular Air,12.58,1.43,Connacht
5254,16,4407.03,Delivery Truck,834.96,199.77,Connacht
5255,25,106.04,Regular Air,16.9,14.15,Ulster
5256,32,1725.0325,Regular Air,206.35,60.1,Munster
5257,30,6654.39,Regular Air,1151.69,603.05,Leinster
5258,16,2365.43,Regular Air,619.71,111.05,Ulster
5259,8,258.11,Regular Air,113.6,13.45,Ulster
5260,7,3877.88,Delivery Truck,1331.55,72.98,Connacht
5261,27,71.39,Regular Air,39.33,12.47,Leinster
5262,7,189.73,Regular Air,43.17,10.35,Ulster
5263,50,952.21,Regular Air,403.83,138.61,Connacht
5264,18,740.49,Regular Air,88.9,71.99,Munster
5265,31,3206.965,Regular Air,575.33,23.69,Ulster
5266,7,169.75,Regular Air,194.85,32.12,Leinster
5267,5,58.9,Regular Air,36.9,4.06,Connacht
5268,37,191.36,Regular Air,82.09,16.27,Connacht
5269,36,317.59,Regular Air,46.12,3.97,Leinster
5270,5,2168.05,Regular Air,416.02,85.81,Munster
5271,20,596.56,Express Air,60.7,18.93,Munster
5272,34,1863.02,Express Air,823.26,130.93,Connacht
5273,31,9459.94,Delivery Truck,2023.75,385.27,Connacht
5274,23,249.64,Regular Air,91.65,3.15,Munster
5275,16,109.7,Regular Air,106.77,5.9,Munster
5276,30,381.39,Express Air,31.24,18.81,Leinster
5277,49,28359.4,Regular Air,14440.39,1490.33,Connacht
5278,8,473.7,Regular Air,72.51,55.54,Leinster
5279,3,112.79,Delivery Truck,95.39,0.15,Leinster
5280,47,2150.25,Regular Air,586.93,177.18,Ulster
5281,39,1836.06,Regular Air,437.07,36.59,Connacht
5282,5,7486.09,Delivery Truck,2561.32,1466.99,Leinster
5283,22,52.62,Regular Air,4.64,0.41,Munster
5284,34,12570.74,Delivery Truck,4560.43,966.4,Ulster
5285,24,3268.7515,Regular Air,562.91,84.84,Leinster
5286,31,3448.6455,Regular Air,900.41,473.93,Leinster
5287,17,1782.68,Regular Air,280.64,225.49,Munster
5288,9,181.66,Regular Air,27.47,9.32,Ulster
5289,2,10.39,Regular Air,7.97,0.31,Munster
5290,37,1601.24,Regular Air,520.69,33.06,Connacht
5291,21,329.37,Express Air,53.57,2.67,Ulster
5292,10,28.81,Regular Air,7.15,0.29,Leinster
5293,1,13.96,Regular Air,4.7,0.25,Leinster
5294,2,6.13,Regular Air,2.83,0.18,Munster
5295,31,206.49,Regular Air,80.07,18.03,Connacht
5296,32,197.93,Regular Air,57.64,9.54,Connacht
5297,32,270.73,Express Air,54.57,25.53,Ulster
5298,46,723.17,Regular Air,154.11,30.12,Ulster
5299,27,2689.48,Regular Air,399.93,225.07,Connacht
5300,12,1211.72,Regular Air,587.84,175.91,Munster
5301,21,187.14,Regular Air,21.07,14.73,Connacht
5302,5,101.21,Express Air,2.13,7.8,Leinster
5303,47,193.63,Regular Air,152.52,12.13,Ulster
5304,40,272.01,Regular Air,42.45,22.25,Leinster
5305,13,1281.1795,Regular Air,26.62,231.92,Connacht
5306,20,155.8,Regular Air,27.22,13.81,Connacht
5307,13,80.0,Regular Air,10.96,11.45,Leinster
5308,28,257.9,Regular Air,84.69,23.05,Munster
5309,49,1981.26,Express Air,100.8,68.69,Connacht
5310,28,110.2,Regular Air,42.84,7.48,Munster
5311,42,447.36,Regular Air,40.92,11.76,Leinster
5312,16,12007.05,Delivery Truck,2713.95,1182.4,Leinster
5313,5,2361.1,Delivery Truck,1042.71,156.89,Leinster
5314,19,92.24,Regular Air,60.58,6.74,Ulster
5315,20,11829.4,Regular Air,3899.72,647.6,Ulster
5316,22,446.72,Regular Air,39.0,15.22,Connacht
5317,48,878.75,Express Air,70.46,45.13,Munster
5318,21,6688.66,Regular Air,2648.08,1237.27,Connacht
5319,22,118.56,Express Air,63.38,3.13,Connacht
5320,32,28180.08,Delivery Truck,7513.88,1595.37,Munster
5321,6,122.09,Regular Air,15.2,6.51,Munster
5322,16,3083.04,Delivery Truck,872.13,141.27,Leinster
5323,3,63.84,Regular Air,47.97,2.08,Ulster
5324,23,105.93,Regular Air,33.47,5.71,Connacht
5325,14,618.84,Regular Air,200.84,41.56,Ulster
5326,48,525.0,Regular Air,63.5,64.82,Munster
5327,3,13.71,Regular Air,10.27,1.01,Connacht
5328,18,130.38,Regular Air,31.52,13.67,Ulster
5329,46,1591.89,Express Air,117.31,281.03,Munster
5330,18,2567.13,Express Air,945.54,32.46,Connacht
5331,33,221.23,Regular Air,45.29,1.28,Ulster
5332,6,2478.88,Express Air,593.59,134.17,Connacht
5333,24,1761.4,Delivery Truck,1748.56,207.94,Ulster
5334,48,362.71,Regular Air,88.95,3.95,Leinster
5335,39,806.05,Regular Air,63.39,61.74,Connacht
5336,39,19539.94,Delivery Truck,4914.24,295.77,Munster
5337,8,441.8045,Regular Air,201.49,30.53,Munster
5338,28,1107.64,Regular Air,333.17,16.11,Ulster
5339,50,600.22,Regular Air,27.86,11.65,Connacht
5340,8,38.56,Regular Air,4.08,6.89,Leinster
5341,6,231.7525,Regular Air,155.95,19.54,Connacht
5342,34,290.01,Regular Air,160.28,36.05,Connacht
5343,20,98.57,Regular Air,49.64,9.19,Munster
5344,37,1287.94,Regular Air,140.35,11.56,Ulster
5345,29,1194.96,Regular Air,107.45,3.09,Ulster
5346,30,10554.63,Delivery Truck,1240.25,351.47,Leinster
5347,32,167.07,Regular Air,93.23,10.33,Ulster
5348,20,125.84,Regular Air,18.42,19.19,Connacht
5349,2,21.03,Regular Air,10.48,1.29,Munster
5350,2,29.32,Express Air,12.93,3.23,Connacht
5351,11,2483.53,Delivery Truck,176.77,54.69,Connacht
5352,36,1955.0765,Regular Air,470.83,124.93,Munster
5353,48,3982.42,Regular Air,1560.82,227.05,Connacht
5354,35,6608.24,Regular Air,2164.64,196.06,Connacht
5355,32,731.22,Regular Air,84.07,22.99,Munster
5356,12,69.98,Regular Air,58.33,5.76,Leinster
5357,5,495.32,Delivery Truck,72.73,16.0,Munster
5358,4,16.08,Regular Air,3.75,0.4,Munster
5359,17,74.83,Regular Air,83.71,11.69,Ulster
5360,32,1486.72,Regular Air,294.81,14.96,Connacht
5361,37,132.12,Regular Air,54.78,7.59,Connacht
5362,24,73.37,Regular Air,16.1,3.24,Munster
5363,31,5347.9875,Regular Air,1332.44,17.9,Munster
5364,5,53.01,Regular Air,3.85,6.21,Ulster
5365,27,899.97,Express Air,246.3,76.33,Munster
5366,40,4538.66,Regular Air,506.86,365.0,Connacht
5367,29,125.41,Regular Air,127.01,10.49,Ulster
5368,14,154.45,Regular Air,2.31,16.21,Connacht
5369,36,218.12,Regular Air,1642.65,11.2,Munster
5370,44,792.8,Regular Air,26.27,60.15,Munster
5371,6,93.73,Regular Air,51.14,14.79,Leinster
5372,46,712.18,Regular Air,13.98,27.48,Ulster
5373,43,208.77,Regular Air,144.24,18.07,Connacht
5374,6,17.43,Regular Air,2.45,1.1,Ulster
5375,46,7441.29,Regular Air,2665.4,788.28,Leinster
5376,31,684.5,Regular Air,27.99,63.35,Leinster
5377,2,64.79,Regular Air,41.32,1.58,Ulster
5378,36,305.62,Regular Air,129.86,52.65,Ulster
5379,40,609.4,Regular Air,89.23,102.31,Connacht
5380,33,3630.1459999999997,Regular Air,951.68,42.41,Connacht
5381,28,1135.24,Regular Air,271.81,83.28,Ulster
5382,46,247.21,Regular Air,63.72,31.28,Connacht
5383,22,3881.89,Regular Air,803.52,127.04,Leinster
5384,35,1133.96,Regular Air,185.09,7.65,Munster
5385,45,5205.83,Delivery Truck,818.77,980.98,Ulster
5386,33,476.06,Regular Air,120.48,47.02,Leinster
5387,49,891.6075,Regular Air,100.59,53.81,Leinster
5388,20,775.77,Regular Air,179.37,118.87,Leinster
5389,3,190.45,Regular Air,44.05,18.12,Ulster
5390,36,77.43,Regular Air,60.07,5.53,Connacht
5391,32,980.07,Regular Air,337.25,83.13,Ulster
5392,27,1521.1345,Regular Air,270.6,118.53,Connacht
5393,40,4064.272,Delivery Truck,300.85,702.63,Munster
5394,41,222.65,Regular Air,131.16,18.09,Leinster
5395,24,990.1,Regular Air,310.22,123.49,Leinster
5396,19,2441.1405,Regular Air,261.96,24.36,Ulster
5397,22,5202.896,Delivery Truck,715.78,303.53,Leinster
5398,36,146.71,Regular Air,38.63,10.85,Ulster
5399,46,3519.12,Express Air,315.33,689.01,Munster
5400,50,262.87,Regular Air,166.29,6.58,Leinster
5401,45,452.93,Express Air,20.14,30.35,Munster
5402,28,23106.46,Regular Air,9527.47,2175.83,Leinster
5403,14,78.44,Regular Air,11.02,13.5,Connacht
5404,4,135.928,Delivery Truck,126.47,8.83,Munster
5405,16,692.73,Regular Air,94.97,36.45,Leinster
5406,7,1143.4285,Express Air,475.66,88.71,Ulster
5407,15,94.84,Regular Air,26.66,5.8,Connacht
5408,28,128.69,Regular Air,28.29,0.6,Munster
5409,26,393.59,Regular Air,8.08,32.18,Munster
5410,21,78.17,Express Air,72.7,3.22,Munster
5411,10,56.91,Regular Air,7.5,4.43,Leinster
5412,11,86.68,Regular Air,474.91,6.67,Munster
5413,14,1000.3565,Regular Air,229.78,35.66,Ulster
5414,44,192.33,Regular Air,48.54,17.11,Connacht
5415,28,1208.35,Regular Air,145.54,71.31,Ulster
5416,8,358.4195,Express Air,275.06,57.82,Connacht
5417,13,66.83,Regular Air,23.16,2.95,Ulster
5418,32,317.06,Regular Air,105.47,4.76,Munster
5419,13,2252.976,Regular Air,54.36,329.82,Ulster
5420,9,566.53,Delivery Truck,209.6,73.14,Connacht
5421,30,339.49,Regular Air,74.21,2.43,Munster
5422,39,8407.08,Delivery Truck,629.4,835.14,Munster
5423,50,1406.64,Regular Air,424.36,105.68,Connacht
5424,1,40.29,Regular Air,82.13,2.96,Leinster
5425,22,267.43,Regular Air,45.98,10.49,Leinster
5426,19,1781.11,Regular Air,51.44,191.21,Ulster
5427,22,795.74,Delivery Truck,127.39,83.48,Leinster
5428,17,454.09,Regular Air,29.7,11.45,Connacht
5429,1,65.467,Express Air,257.41,8.82,Munster
5430,19,5369.46,Delivery Truck,439.62,340.13,Leinster
5431,48,1734.72,Regular Air,57.89,338.99,Leinster
5432,36,9757.48,Delivery Truck,96.05,108.29,Leinster
5433,44,123.06,Regular Air,3.5,17.14,Munster
5434,6,127.49,Express Air,57.95,7.63,Leinster
5435,20,347.2675,Express Air,71.09,29.11,Ulster
5436,10,80.59,Regular Air,20.49,14.63,Ulster
5437,44,302.07,Regular Air,185.98,15.34,Ulster
5438,50,4648.52,Delivery Truck,1676.7,643.38,Leinster
5439,45,9194.8,Delivery Truck,1760.57,1156.4,Leinster
5440,12,600.86,Regular Air,82.67,15.67,Ulster
5441,8,138.24,Regular Air,60.04,10.14,Connacht
5442,8,1173.5,Regular Air,53.87,48.33,Ulster
5443,44,865.27,Regular Air,11.55,130.46,Leinster
5444,43,212.28,Regular Air,103.22,14.32,Leinster
5445,47,363.23,Regular Air,40.58,1.1,Ulster
5446,28,2752.0,Express Air,336.47,485.2,Leinster
5447,43,1236.64,Regular Air,518.81,116.58,Ulster
5448,7,1120.27,Regular Air,16.81,63.04,Connacht
5449,28,435.39,Regular Air,48.97,25.78,Leinster
5450,39,729.21,Express Air,194.15,32.23,Ulster
5451,22,1131.93,Regular Air,469.69,72.34,Leinster
5452,22,1683.57,Regular Air,346.54,146.61,Munster
5453,12,122.93,Regular Air,6.83,0.92,Munster
5454,40,323.96,Regular Air,136.82,7.09,Ulster
5455,14,572.33,Regular Air,62.28,83.23,Connacht
5456,11,201.5945,Regular Air,32.31,10.25,Leinster
5457,5,1679.58,Delivery Truck,171.92,116.62,Munster
5458,21,61.18,Regular Air,6.85,1.15,Munster
5459,47,1597.02,Regular Air,749.03,193.91,Connacht
5460,46,298.97,Regular Air,225.86,4.13,Munster
5461,20,129.3,Regular Air,40.2,6.17,Connacht
5462,1,56.61,Regular Air,22.16,10.06,Leinster
5463,21,227.66,Regular Air,100.16,9.38,Leinster
5464,39,6742.49,Regular Air,502.05,353.75,Ulster
5465,17,283.6535,Regular Air,113.05,26.27,Connacht
5466,38,283.65,Express Air,29.21,1.79,Munster
5467,38,6121.1985,Regular Air,1312.34,32.14,Munster
5468,16,336.29,Regular Air,52.14,12.23,Munster
5469,48,9062.73,Regular Air,3122.78,803.88,Connacht
5470,49,772.42,Regular Air,299.33,43.07,Leinster
5471,30,182.92,Regular Air,1367.72,17.01,Ulster
5472,22,338.52,Regular Air,17.75,14.58,Munster
5473,5,142.3,Regular Air,24.18,13.03,Ulster
5474,38,487.98,Regular Air,8.1,31.51,Munster
5475,47,270.32,Regular Air,47.15,16.72,Munster
5476,50,13934.53,Express Air,4352.83,889.01,Connacht
5477,39,16028.26,Delivery Truck,1008.73,1208.1,Connacht
5478,30,311.08,Regular Air,38.45,16.03,Munster
5479,49,199.86,Regular Air,257.11,3.47,Connacht
5480,33,750.66,Regular Air,120.05,62.33,Munster
5481,9,52.93,Regular Air,5.34,1.07,Ulster
5482,2,34.88,Regular Air,22.12,3.4,Ulster
5483,50,413.86,Regular Air,39.29,53.23,Leinster
5484,8,41343.21,Regular Air,3852.19,1690.7,Munster
5485,38,14753.08,Delivery Truck,1085.91,109.7,Leinster
5486,22,2052.2655,Regular Air,371.4,6.27,Ulster
5487,43,10984.05,Delivery Truck,785.63,234.6,Connacht
5488,40,635.59,Regular Air,202.83,38.61,Munster
5489,25,1733.3625,Regular Air,267.01,64.64,Ulster
5490,44,712.64,Regular Air,27.72,96.38,Ulster
5491,38,3988.0895,Regular Air,969.86,572.17,Leinster
5492,17,114.01,Regular Air,6.99,1.9,Leinster
5493,11,68.46,Regular Air,22.48,0.34,Leinster
5494,45,615.68,Regular Air,54.34,116.75,Munster
5495,10,575.569,Regular Air,86.52,50.13,Leinster
5496,37,2756.17,Regular Air,1561.72,113.51,Munster
5497,41,1439.96,Regular Air,182.46,266.98,Munster
5498,43,2463.6,Regular Air,1040.65,5.84,Munster
5499,15,1765.45,Express Air,374.82,243.66,Connacht
5500,42,1681.6,Regular Air,167.37,44.53,Connacht
5501,43,6477.459,Regular Air,1836.46,1271.71,Munster
5502,48,385.99,Regular Air,40.72,13.19,Connacht
5503,6,2170.61,Delivery Truck,62.29,407.51,Ulster
5504,23,138.17,Regular Air,1.09,4.76,Ulster
5505,11,62.84,Express Air,9.53,11.83,Munster
5506,35,3457.56,Delivery Truck,365.44,468.04,Connacht
5507,2,291.66,Regular Air,192.92,12.9,Leinster
5508,25,2455.54,Regular Air,1361.88,27.43,Connacht
5509,50,7312.0315,Regular Air,2031.51,443.7,Leinster
5510,20,240.74,Regular Air,21.05,22.18,Leinster
5511,36,840.24,Regular Air,19.73,59.58,Munster
5512,1,61.4635,Regular Air,261.35,3.69,Munster
5513,32,177.52,Regular Air,52.61,2.71,Ulster
5514,42,460.2,Regular Air,214.39,31.83,Ulster
5515,15,1121.84,Regular Air,173.66,55.02,Ulster
5516,39,796.08,Regular Air,30.29,77.46,Munster
5517,40,103.79,Regular Air,37.85,5.59,Ulster
5518,16,46.4,Regular Air,2.12,0.1,Munster
5519,7,145.42,Regular Air,98.46,21.73,Munster
5520,47,121.2,Regular Air,20.2,2.62,Munster
5521,2,141.59,Regular Air,91.09,17.81,Ulster
5522,46,1396.75,Express Air,75.7,71.7,Leinster
5523,25,945.36,Regular Air,219.85,61.32,Connacht
5524,11,65.78,Regular Air,17.42,5.46,Leinster
5525,1,16.73,Regular Air,6.96,0.53,Connacht
5526,50,2860.93,Regular Air,832.62,563.32,Ulster
5527,16,1648.33,Delivery Truck,210.14,132.97,Munster
5528,21,2185.9535,Regular Air,268.01,128.31,Ulster
5529,37,199.76,Regular Air,20.0,19.23,Leinster
5530,32,278.19,Regular Air,149.39,41.34,Ulster
5531,11,114.87,Regular Air,21.03,8.22,Ulster
5532,22,80.79,Regular Air,25.18,5.5,Connacht
5533,22,136.24,Regular Air,96.22,8.89,Munster
5534,18,136.41,Regular Air,99.34,11.44,Ulster
5535,6,21.07,Regular Air,2.28,2.96,Connacht
5536,27,1584.1,Delivery Truck,478.22,221.84,Ulster
5537,41,322.03,Regular Air,82.83,43.36,Connacht
5538,39,237.89,Regular Air,165.26,6.87,Munster
5539,17,3711.04,Delivery Truck,773.78,742.19,Connacht
5540,23,258.74,Regular Air,10.8,32.11,Ulster
5541,46,1753.75,Regular Air,215.11,49.8,Munster
5542,29,597.66,Regular Air,178.0,85.74,Ulster
5543,46,385.05,Regular Air,56.75,18.55,Ulster
5544,22,5393.27,Delivery Truck,353.72,85.9,Munster
5545,50,2018.68,Regular Air,731.72,263.75,Ulster
5546,20,623.29,Regular Air,57.44,35.12,Connacht
5547,2,1814.82,Delivery Truck,1128.66,178.48,Connacht
5548,5,90.9415,Regular Air,109.42,1.48,Leinster
5549,39,307.42,Regular Air,104.09,40.15,Munster
5550,24,7332.088000000001,Delivery Truck,53.79,1146.06,Ulster
5551,10,75.58,Regular Air,43.26,1.0,Munster
5552,13,515.23,Regular Air,171.4,13.54,Leinster
5553,10,1469.48,Delivery Truck,263.65,126.23,Ulster
5554,16,75.77,Regular Air,56.62,3.74,Munster
5555,6,156.09,Regular Air,34.85,2.25,Munster
5556,31,1561.96,Regular Air,119.92,61.81,Munster
5557,20,2227.34,Regular Air,609.09,221.42,Leinster
5558,42,3991.99,Regular Air,1014.11,743.45,Ulster
5559,29,157.4,Regular Air,118.56,1.19,Connacht
5560,24,2332.5955,Regular Air,366.86,47.56,Munster
5561,19,179.33,Regular Air,58.76,11.95,Ulster
5562,31,305.76,Regular Air,22.53,2.57,Ulster
5563,10,142.15,Regular Air,58.18,14.89,Connacht
5564,22,345.69,Regular Air,143.23,29.21,Connacht
5565,4,41.53,Regular Air,15.53,0.14,Ulster
5566,40,933.21,Regular Air,207.18,151.99,Munster
5567,23,278.83,Regular Air,35.16,2.61,Munster
5568,17,103.72,Regular Air,72.06,14.95,Leinster
5569,39,778.62,Regular Air,247.24,47.14,Ulster
5570,48,314.34,Regular Air,130.5,26.32,Munster
5571,6,28.55,Regular Air,4.5,2.74,Munster
5572,18,433.31,Delivery Truck,815.79,77.08,Ulster
5573,27,869.78,Regular Air,43.36,10.62,Connacht
5574,1,8.49,Regular Air,5.74,0.64,Ulster
5575,22,82.98,Regular Air,13.82,2.4,Leinster
